Comune;Provincia;Tipologia;Categoria;Denominazione;Indirizzo;Località;CAP;Sigla provincia;Codice ISTAT del comune;Telefono 1;Telefono 2;FAX;Sito internet;Indirizzo posta elettronica;Anno di riferimento;Longitudine;Latitudine
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;LA RONDINELLA;Via Monticino, 8;;40050;BO;37025;0542 40108;;0542 629385;;info@agriturismolarondinella.it;2015;11.6504439;44.3593541
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;VILLA BUONTEMPO;Via Valsellustra, 30;;40050;BO;37025;0542 673330;;0542 673330;www.villabuontempo.eu;info@villabuontempo.eu.;2015;11.6367473;44.3581367
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;"DA MARINO ""FIS-CIN""";Piazzale Rocca, 4;;40050;BO;37025;0542 678038;;0542 678038;;;2015;11.6265745;44.3588822
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;IL RIVELLINO;Via Calanco, 5-7-9;;40050;BO;37025;0542 678206;;;www.ilrivellino.com;emanuela.domenicali@alice.it;2015;11.6323523;44.3599684
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle sup.;CANÈ;Via XX Settembre, 27;;40050;BO;37025;0542 678120;335 5335000;0542 678522;www.ristorantecanet.it;info@ristorantecanet.net;2015;11.6295184;44.359579
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;MONTE DEL RE;Via Monte del Re, 43;;40050;BO;37025;0542 678400;;0542 678444;www.montedelre.it;info@montedelre.it;2015;11.6068634;44.3578134
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;AB HOUSE;Via Enzo Ferrari, 5;TOSCANELLA;40050;BO;37025;328 8286494;;;;abhousedozza@libero.it;2015;11.634273;44.382122
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;ADOZZA HOUSE;Via XX Settembre, 43;;40050;BO;37025;0542 678312;;;;eleonoraturrini@alice.it;2015;11.6290301;44.3594615
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;IL MELOGRANO;Via Poggiaccio, 61;;40050;BO;37025;333 5690232;;;www.affitto-turistico-dozza.it;info@affitto-turistico-dozza.it;2015;11.6358758;44.3832019
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;ACCOGLIENTE DOZZA;Via XX Settembre;;40050;BO;37025;0542 678060;;;;accoglientedozza@gmail.com;2015;11.6292282;44.3595062
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;A LA CA' VERDE;Via de Amicis , 36;;40050;BO;37025;0542 678538;;;;silvana-golfari@libero.it;2015;11.6292729;44.3593231
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;AL PRATO DELLA ROCCA;Via XX Settembre, 64;;40050;BO;37025;0542 678224;;;www.primola-bedandbreakfast.com;info@primola.it;2015;11.6279621;44.3591038
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B MAGIC;Via Olmo, 1;;40050;BO;37025;0542 1992003;339 3825347;;www.bbmagic.it;info@bbmagic.it;2015;11.6200952;44.3711752
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;PODERE LUGHETTO;Via Valsellustra, 54;;40050;BO;37025;0542 678085;;0542 678085;www.poderelughetto.it;info@poderelughetto.it;2015;11.635568;44.357906
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;1 categoria (4 soli);VILLA CALANCO COUNTRY HOUSE 1;Via Calanco, 52;;40050;BO;37025;0542 673318;335 52276901;0542 673318;www.villacalanco.it;info@villacalanco.it;2015;11.646202;44.364847
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;1 categoria (4 soli);VILLA CALANCO COUNTRY HOUSE 2;Via Calanco, 52;;40050;BO;37025;0542 673318;335 5276901;0542 673318;www.villacalanco.it;info@villacalanco.it;2015;11.646202;44.364847
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;1 categoria (4 soli);VILLA CALANCO COUNTRY HOUSE 3;Via Calanco, 52;;40050;BO;37025;0542 673318;335 5276901;0542 673318;www.villacalanco.it;info@villacalanco.it;2015;11.6461477;44.3648198
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;1 categoria (4 soli);VILLA CALANCO COUNTRY HOUSE 4;Via Calanco, 52;;40050;BO;37025;0542 673318;335 5276901;0542 673318;www.villacalanco.it;info@villacalanco.it;2015;11.646202;44.364847
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;CÀ MONTI;Via Montemorosino, 4;;40025;BO;37026;0542 97666;;0542 97021;www.camonti.it;info@camonti.it;2015;11.507687;44.2728407
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;LA PERGOLA;Corso Europa, 47-51;;40025;BO;37026;0542 92562;;0542 93846;;alb.lapergola@gmail.com;2015;11.5585398;44.2584318
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B DOMUS SANT'ANDREA;Via Montanara Levante, 39;;40025;BO;37026;338 7193181;;;;carlottasantandrea@inwind.it;2015;11.5626571;44.2605575
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;FONTANA ELICE;Corso Europa, 2;;40025;BO;37026;0542 92673;;0542 92673;www.fontanaelice.com;info@fontanaelice.com;2015;11.5619406;44.2600722
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;"LOCANDA ""IL MIO RIFUGIO""";Via Val Fiorita, 398;;40041;BO;37027;0534 23890;;0534 23890;;info@ilmiorifugio.it;2015;10.9368916;44.1973135
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;CA' DI FOS;Via Ronchidoso, 731;;40041;BO;37027;0534 37029;;0534 38521;www.agriturismo-cadifos.com;info@agriturismo-cadifos.com;2015;10.9290732;44.1965131
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;ALPINA;Via Roma, 111;;40041;BO;37027;0534 37104;;;;;2015;10.9411094;44.2022183
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;DEL CACCIATORE;Via del Soldato, 2;PIETRACOLORA;40041;BO;37027;0534 28714;;0534 28714;www.albergopizzeriapino.it;info@albergopizzeriapino.it;2015;10.9920051;44.217154
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;FINI;Via Piave, 25;PIETRACOLORA;40041;BO;37027;0534 28051;;;;;2015;10.9881;44.24782
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;LA SPEZIALE;Via Roma, 52;;40041;BO;37027;0534 37025;;0534 37028;;;2015;10.9363179;44.1978017
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;LE RONCOLE;Via Roncole, 1012;;40041;BO;37027;0534 37011;;;;hotelroncole@tin.it;2015;10.9920051;44.217154
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;GAMBRINUS;Via Roma, 133;;40041;BO;37027;0534 37040;;0534 37166;;;2015;10.9370148;44.1946196
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;LA CHIOCCIOLA;Via Cola Montano, 55;;40041;BO;37027;0534 37075;;;;;2015;10.93641;44.19804
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;LA POSTA;Via Roma, 95;;40041;BO;37027;0534 37449;;0534 37449;;;2015;10.936074;44.198169
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;MORSIANI;Località Abetaia, 63;;40041;BO;37027;0534 36014;;0534 36014;;;2015;10.962431;44.2200031
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;CORTE ANTICA;Viale Amaduzzi, 9;;40041;BO;37027;0534 38377;;0534 37069;;vvitali@azeta-srl.com;2015;10.9378034;44.1970612
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CASA ROLA;Via Molinaccio, 98;MARANO;40041;BO;37027;0534 47237;;0534 47237;;roberto.rola@libero.it;2015;10.9920051;44.217154
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;I TIGLI;Viale Amaduzzi, 15;;40041;BO;37027;0534 37016;;;www.itiglidigaggio.com;elisabetta.bruni@hotmail.it;2015;10.9377627;44.1968949
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA CASA DI EOLO;Via Molinaccio, 77;MARANO;40041;BO;37027;0534 47777;;0534 47777;;claudio.sancini@libero.it;2015;10.9339074;44.1979814
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;ZUCCARINI EDDA;Via Roma, 141;;40041;BO;37027;0534 37109;;;;paolo.boschi2@tin.it;2015;10.9371966;44.1965089
GALLIERA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;GALLIERA;Via Dante Alighieri, 2;SAN VINCENZO;40015;BO;37028;051 812148;;051 812148;www.hotelgalliera.it;hotelgalliera@libero.it;2015;11.4389788;44.7343956
GALLIERA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle sup.;LA FORNACE;Via Provinciale, 91;SAN VINCENZO;40015;BO;37028;051 812573;;051 812573;www.hotellafornace.it;info@hotellafornace.it;2015;11.452659;44.7440917
GALLIERA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;ANTICA GALLIERA;Via Vittorio Veneto, 64;SAN VINCENZO;40015;BO;37028;051 815699;;;www.anticagalliera.com;info@anticagalliera.com;2015;11.4387562;44.7383516
GALLIERA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;KARMA - KARIN E MARTINA ZANNELLI;Via Reno Ovest, 6;;40015;BO;37028;051 815098;;;;zanelliroberto@libero.it;2015;11.3941147;44.7482582
GALLIERA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;BED & BREAKFAST GIANNA;Via Valle, 19;;40015;BO;37028;335 6469759;;;;minarellimauro@yahoo.it;2015;11.445072;44.737787
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;IL FALCO DELLA MONTAGNA;Via Giovanni Elkan, 10;;40045;BO;37029;0534 62352;;;;;2015;10.9467939;44.1089189
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;LA PANORAMICA;Via Roma, 14;MOLINO DEL PALLONE;40045;BO;37029;0534 62468;;0534 62468;www.molinodelpallone.it;info@molinodelpallone.it;2015;10.958979;44.0963251
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;LOCANDA ROSADA;Via Colombiola, 19;BORGO CAPANNE;40045;BO;37029;0534 60476;;0534 60476;www.lecapanne.org;info@lecapanne.org;2015;10.9467939;44.1089189
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;RESIDENCE PANORAMA 10;Via Provinciale, 3;;40045;BO;37029;338 8836709;;051 585310;;prival@fastwebnet.it;2015;10.962852;44.116498
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;RESIDENCE PANORAMA 8;Via Provinciale, 3;;40045;BO;37029;338 8836709;;051 585310;;prival@fastwebnet.it;2015;10.962852;44.116498
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;RESIDENCE PANORAMA 9;Via Provinciale, 3;;40045;BO;37029;338 8836709;;051 585310;;prival@fastwebnet.it;2015;10.962852;44.116498
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;RESIDENZA PANORAMA 1;Via Provinciale, 3;LUSTROLA;40045;BO;37029;051 585310;;051 585310;;prival@fastwebnet.it;2015;10.9467939;44.1089189
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;RESIDENZA PANORAMA 2;Via Provinciale, 3;LUSTROLA;40045;BO;37029;051 585310;;051 585310;;prival@fastwebnet.it;2015;10.9467939;44.1089189
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;RESIDENZA PANORAMA 3;Via Provinciale, 3;LUSTROLA;40045;BO;37029;051 585310;;349 4951194;;prival@fastwebnet.it;2015;10.9467939;44.1089189
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA PRESA;Casa Moschini, 22;;40045;BO;37029;0573 64688;334 3501446;;www.lapresa.bb.com;boris.bragalli@hotmail.it;2015;10.902288;44.095669
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Ostello;;IL QUINTO PRO LOCO DI CASA CALISTRI;Via Casa Calistri, 2;CASA CALISTRI;40045;BO;37029;0534 778401;;;;;2015;10.910583;44.097726
GRANAGLIONE;CITTA' METROPOLITANA DI BOLOGNA;Rifugio alpino;;MONTECAVALLO;Località Montecavallo, 1;;40045;BO;37029;0534 21329;;;;;2015;10.962852;44.116498
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;ALLE SCUOLE COUNTRY HOUSE;Via Scuole, 3;LOVELETO;40057;BO;37030;051 6021887;;051 6021492;www.allescuole.it;info@allescuole.it;2015;11.4361742;44.5821214
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;ALVES FOOD;Via Zonarelli, 4;;40057;BO;37030;051 767927;;051 767978;www.paginegialle.it/alvesfood;alvesfood@libero.it;2015;11.4433229;44.5505923
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;IL BORGO DI VIA CHIESA;Via Chiesa, 5;LOVELETO;40057;BO;37030;051 765638;;051 765638;www.ilborgodiviachiesa.com;info@ilborgodiviachiesa.com;2015;11.427477;44.5846765
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;LA CORTE DI CAZZOLA MICHELE;Via Cadriano, 90;;40057;BO;37030;331 7632070;;;;lacortebologna@gmail.com;2015;11.4196643;44.5736703
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;RESIDENCE ALLE SCUOLE;Via Scuole , 3;;40057;BO;37030;051 6021887;;051 6021492;;info@allescuole.it;2015;11.437899;44.58169
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;;AGRITURISMO ANTICO NOCE;Via Savena Abbandonato, 5;LOVELETO;40057;BO;37030;051 6021878;;051 6021878;www.agriturismoanticonoce.it;agriturismoanticonoce@gmail.com;2015;11.4455823;44.5815973
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;2 margherite;DEL BOLOGNINO;Via Bolognino, 34;LOVELETO;40057;BO;37030;051 228483;;051 228483;www.agriturismodelbolognino.it;lovoletosas@libero.it;2015;11.4472418;44.58844
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;MANE;Via Gandolfi, 17;CADRIANO;40057;BO;37030;051 765172;;;www.agriturismomane.it;info@agriturismomane.it;2015;11.4074064;44.5494994
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;MAMMAMAUDE;Via San Donato, 269;;40057;BO;37030;051 6056313;;051 762077;www.mammamaude.it;info@mammamaude.it;2015;11.464923;44.572891
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;1 stella;SPORT;Via S.Donato, 185;;40057;BO;37030;051 761223;;051 761223;;adolfolollini@libero.it;2015;11.4474847;44.5530032
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;LOCANDA I PORTICI;Via Roma, 79;VIADAGOLA;40057;BO;37030;051 6056478;;051 6056478;;max.locandaiportici@gmail.com;2015;11.4354258;44.5539703
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle sup.;KING ROSE HOTEL;Via San Donato, 79;QUARTO INFERIORE;40057;BO;37030;051 6056664;;051 6056791;www.kingrosehotel.com;info@kingrosehotel.com;2015;11.4465689;44.5511387
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;4 stelle;GREEN PARK HOTEL E CONGRESSI;Via San Donato, 3;QUARTO INFERIORE;40057;BO;37030;051 6060811;;051 6061235;www.greenparkbologna.com;info@greenparkbologna.com;2015;11.4429317;44.5408383
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;ACQUARIO SAGITTARIO;Via Capitini, 8;QUARTO INFERIORE;40057;BO;37030;347 1594145;347 1594145;;www.morsellifamily.it;marcomorselli58@gmail.com;2015;11.420718;44.5309
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;GEMELLI;Via Gandhi, 2;;40057;BO;37030;347 1594145;;;;luca.mors27@gmail.com;2015;11.421447;44.531145
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;VILLA ROSINA;Via Irma Bandiera , 15/D;;40057;BO;37030;051 761430;347 150609;051 761430;;agverg@tin.it;2015;11.4435293;44.5545997
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B GIULIA;Via Viadagola, 49;VIADAGOLA;40057;BO;37030;051 6021680;;;;;2015;11.4297741;44.5585922
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;BHAKTI BEB;Via Risorgimento, 11;;40057;BO;37030;335 6182029;;;;rcinzia@email.com;2015;11.426654;44.5300603
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CADRIANO HOUSE;Via Cadriano , 75;;40057;BO;37030;348 7302585;;;;stefano.cevolani@libero.it;2015;11.40756;44.5587
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CASA SAPORI;Via Savena Abbandonato, 5;LOVELETO;40057;BO;37030;338 2953514;;;www.casasapori.it;info@casasapori.it;2015;11.4455823;44.5815973
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;CICCILIA;Via S. Marino , 13;LOVELETO;40057;BO;37030;338 3932580;338 3932580;;;info@ciccilia.it;2015;11.42706;44.58757
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;DA LILLI;Via Roma, 70;VIADAGOLA;40057;BO;37030;339 5047497;;;;bedandbreakfastdalilli@gmail.com;2015;11.4304395;44.5559216
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA CASA VECCHIA;Via Viadagola, 9;VIADAGOLA;40057;BO;37030;051 761689;;;;;2015;11.4203502;44.5517285
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA MODESTA;Via Ghiaradino, 29;;40057;BO;37030;051 373445;;051 373445;www.lamodesta.it;g.lamaida@alice.it;2015;11.4579975;44.5541149
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;VILLA CRISTIAN;Via S.Marino, 15;LOVELETO;40057;BO;37030;392 4305669;;051 6021599;;cristian.rottigni@gmail.com;2015;11.4270699;44.5874978
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;VILLA VILLANI;Via Porrettana, 33;LOVELETO;40057;BO;37030;051 6021648;;051 6021429;www.turistipercasa.it;villavillani@tin.it;2015;11.422627;44.5824834
GRANAROLO DELL'EMILIA;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;2 categoria (3 soli);RESIDENCE ALLE SCUOLE COUNTRY HOUSE;Via Scuole, 3;LOVELETO;40057;BO;37030;051 6021887;;051 6021492;www.allescuole.it;info@allescuole.it;2015;11.4361742;44.5821214
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;6STANCO;Via Stanco di Sopra, 28;STANCO DI SOPRA;40030;BO;37031;051 6730007;;051 6730007;;info@6stanco.it;2015;11.1352519;44.2486839
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;LA POSTA;Via Ponte Locatello, 9;PIAN DI SETTA;40030;BO;37031;051 6738028;;051 6738028;;;2015;11.1888474;44.2482394
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;LOCANDA DEI FIENILI DEL CAMPIARO;Località Campiaro, 112;CAMPIARO;40030;BO;37031;348 7534984;;;;locandadelcampiaro@mail.com;2015;11.152443;44.257668
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;LOCANDA IL SOLE;Via Vimignano, 34;CHIOSI;40030;BO;37031;051 916081;;;www.locandailsole.it;ilsole@locandailsole.it;2015;11.0772264;44.2234578
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;VILLA ARCOBALENO COUNTRY HOUSE;Via Stanco, 143;TAVERNOLA;40030;BO;37031;051 913609;;051 913609;www.villaarcobaleno.com;villa.arcobaleno@libero.it;2015;11.1430336;44.239601
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;I FONDACCI;Via Orelia, 38;ORELIA;40030;BO;37031;348 2635439;;;www.fondacci.it;p.bicchecchi@alice.it;2015;11.0955045;44.2294282
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Albergo;1 stella;LOCANDA ANNA;Via Pontelocatello, 9;PIAN DI SETTA;40030;BO;37031;051 913721;;051 913721;;arrigobott@libero.it;2015;11.188796;44.24822
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Albergo;3 stelle;IL CRINALE;Via Pietrafitta, 28;;40030;BO;37031;051 913328;;051 913282;www.ilcrinalehotel.it;info@ilcrinalehotel.it;2015;11.152048;44.256758
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;BOSCO;Via Ponte Bosco , 75 E;;40030;BO;37031;000 0000000;;;;boscodisopra@libero.it;2015;11.152476;44.257571
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Appartamenti ammobiliati;;FERRANTE CLARA - IL GIARDINO INCANTATO;Via Piana Cinelli , 154 W;PIAN DI SETTA;40030;BO;37031;340 5828767;;;www.ilgiardinoincantato.it;info@ilgiardinoincantato.it;2015;11.1525641;44.2576293
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;B&B AL PICCOLO BORGO;Via Carviano, 74/E;;40030;BO;37031;347 6281674;347 6281674;;http://www.booking.com/;primoscotese@libero.it;2015;11.1158603;44.2877049
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;IL BOSCO DEI CERVI;Via Cà Gruppi, 34;PIAN DI SETTA;40030;BO;37031;347 9126506;;;www.ilboscodeicervi.it;info@ilboscodeicervi.it;2015;11.1834386;44.2422254
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;LA MORAZZA;Via Veggio, 58;;40030;BO;37031;051 913411;;;;baccoliniangelo@libero.it;2015;11.1778708;44.2760298
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Bed & Breakfast;;NONNA ANGIOLINA;Via Puzzola, 7;PUZZOLA;40030;BO;37031;051 913574;;051 913574;;angiolina.bed@libero.it;2015;11.1849022;44.2683241
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;3 categoria (2 soli);6STANCO GIACOMINA;Via Stanco, 28;;40030;BO;37031;051 6730007;;051 6730007;www.6stanco.it;info@6stanco.it;2015;11.1352519;44.2486839
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;3 categoria (2 soli);6STANCO GIUSEPPINA;Via Stanco, 28;;40030;BO;37031;051 6730007;;051 6730007;www.6stanco.it;info@6stanco.it;2015;11.1352519;44.2486839
GRIZZANA MORANDI;CITTA' METROPOLITANA DI BOLOGNA;Case e appartamenti per vacanze;3 categoria (2 soli);6STANCO OLIMPIA;Via Stanco, 27;STANCO DI SOPRA;40030;BO;37031;051 6730007;;051 6730007;www.6stanco.it;info@6stanco.it;2015;11.135225;44.2486832
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;DOMUS;Via Labriola, 19;;40026;BO;37032;388 1861848;;;;nerio.pavarotti@gmail.com;2015;11.7213791;44.3492429
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;PIZZERIA VALERIO;Via Appia, 76;;40026;BO;37032;0542 22048;;;;;2015;11.7151956;44.354878
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;SAN GIORGIO MEUBLÉ;Via Bicocca, 9;;40026;BO;37032;0542 640516;338 7661229;0542 640357;www.meublesangiorgio.com;meublesg@libero.it;2015;11.7463531;44.3842489
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;SENESE FEDERICO;Via Montecatone, 14;;40026;BO;37032;051 758174;333 3027141;;;bsenese@fastwebnet.it;2015;11.646787;44.3556007
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Affittacamere;;VILLA MONTRONA;Via di Montrone, 2;;40026;BO;37032;338 7234732;;;www.villamontrona.it;info@villamontrona.it;2015;11.6339684;44.303086
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;;AZ.AGR.TRE MONTI S.ANNA;Via Tre Monti S.Anna;;40026;BO;37032;0542 657154;;0542 657154;www.tremontisantanna.it;info@tremontisantanna.it;2015;11.725159;44.39258
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;3 margherite;IL PEROTONDO;Via Nuova, 47;;40026;BO;37032;0542 53705;;0542 53705;www.ilperotondo.it;info@ilperotondo.it;2015;11.7311308;44.4291088
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo;4 margherite;LA MARLETTA;Via Bergullo, 8;;40026;BO;37032;0542 27732;;0542 29557;www.lamarletta.it;info@lamarletta.it;2015;11.731781;44.3286428
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;1 stella;TRATTORIA LOCANDA LA TERRAZZA;VIA MONTECATONE , 36;;40026;BO;37032;0542 42335;;;www.trattorialocandalaterrazza.it;;2015;11.6538548;44.3574567
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;ALBERGO RIVAZZA;Via dei Colli, 39;;40026;BO;37032;0542 26052;;;www.hotelrivazza.it;info@hotelrivazza.it;2015;11.7217273;44.3426181
IMOLA;CITTA' METROPOLITANA DI BOLOGNA;Albergo;2 stelle;LA PERLA;Via Malsicura, 15;;40026;BO;37032;0542 600023;;0542 600023;;laperlaimola@gmail.com;2015;11.7167571;44.3420303
