COD_REGIONALE,STATO,PROVINCIA,COMUNE,ENTE_RESPONSABILE_PROCEDIMENTO,CODICE_NAZIONALE_SIN,ETRS89_32N_LON,ETRS89_32N_LAT
080360082,Contaminato,MODENA,CASTELVETRO DI MODENA,ARPAE/SAC Modena,,"656066,97485400003","4933686,1078700004"
080390125,Certificato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,732014,4921883
0804001214,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,744731,4901669
0809901415,Attivata la bonifica,RIMINI,RIMINI,ARPAE/SAC Rimini,,"786538,31886899995","4883640,9419099996"
080330381,Non contaminato,PIACENZA,RIVERGARO,ARPAE/SAC Piacenza,,"547462,65569699998","4973450,5894799996"
0803800413,Non contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,"685911,86217500002","4965641,5775100002"
080380102,Non contaminato,FERRARA,JOLANDA DI SAVOIA,ARPAE/SAC Ferrara,,"729785,82957199996","4974440,1039800001"
0804000720,Certificato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,"759439,16632600001","4892738,0202500001"
080400087,Certificato,FORLI' - CESENA,CESENATICO,ARPAE/SAC Forlì-Cesena,,"769835,75218099996","4893712,1714599999"
080360442,Attivata la bonifica,MODENA,SOLIERA,ARPAE/SAC Modena,,"652120,60550800001","4955776,6224100003"
08037006115,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"686805,18741400004","4932035,8642800003"
080360153,Potenzialmente contaminato,MODENA,FORMIGINE,ARPAE/SAC Modena,,"646412,36788699997","4939359,7047199998"
080360021,Attivata la bonifica,MODENA,BOMPORTO,ARPAE/SAC Modena,,"661375,93301000004","4955745,1738900002"
08039014122,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"757505,50796800002","4925235,6499500005"
0803601312,Potenzialmente contaminato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"646078,75458499999","4930466,8419199996"
0803703213,Non contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,"715504,203339","4915502,7734300001"
080370312,Non contaminato,BOLOGNA,GRIZZANA MORANDI,ARPAE/SAC Bologna,,"664472,39702799998","4897655,3774499996"
080370095,Potenzialmente contaminato,BOLOGNA,CALDERARA DI RENO,ARPAE/SAC Bologna,,"681447,65145200002","4935731,4183099996"
080370476,Da monitorare,BOLOGNA,PIANORO,ARPAE/SAC Bologna,,"686861,97849999997","4920168,5877999999"
0803700690,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"684202,8774","4929224,5138999997"
080360035,Potenzialmente contaminato,MODENA,CAMPOGALLIANO,ARPAE/SAC Modena,,"646545,39198099996","4950451,5056400001"
080380012,Certificato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,738792,4941696
0803303210,Certificato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,555448,4989495
0803700663,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,683763,4930373
080360303,Non contaminato,MODENA,PAVULLO NEL FRIGNANO,ARPAE/SAC Modena,,646224,4910903
080360406,Non contaminato,MODENA,SASSUOLO,ARPAE/SAC Modena,,"642734,00389499997","4937179,9972900003"
0804001229,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,746021,4901187
0803800833,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,702895,4972789
08039014103,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,755994,4923761
0803800837,Contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"707445,95416099997","4966795,1686500004"
08039014119,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"762889,90454000002","4921702,0917699998"
08039014129,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"760957,17955799995","4931709,6232099999"
080380181,Non contaminato,FERRARA,POGGIO RENATICO,ARPAE/SAC Ferrara,,"698265,51105299999","4960986,6150099998"
0803700695,Da monitorare,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"684351,70770000003","4930506,4460000005"
080380038,Certificato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,"690651,09591799998","4973793,5659299996"
080380172,Certificato,FERRARA,OSTELLATO,ARPAE/SAC Ferrara,,"737106,50479499996","4958569,7395299999"
0803800851,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"708254,207069","4966669,2035400001"
0803601310,Non contaminato,MODENA,FIORANO MODENESE,ARPAE/SAC Modena,,"643792,01736900001","4934901,7040499998"
0803800848,Certificato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"709416,97410400002","4968190,3083699998"
080400322,Certificato,FORLI' - CESENA,PREDAPPIO,ARPAE/SAC Forlì-Cesena,,"738901,33649999998","4887647,7786999997"
0803602320,Non contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"653283,79372700001","4947674,8398599997"
080360228,Non contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,"662898,99215399998","4972251,1429899996"
080360229,Non contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,"663274,03089000005","4972328,3619600004"
080370083,Potenzialmente contaminato,BOLOGNA,BUDRIO,ARPAE/SAC Bologna,,"699269,85435399995","4930316,7810399998"
080370492,Non contaminato,BOLOGNA,PORRETTA TERME,ARPAE/SAC Bologna,,"657783,06487100001","4890829,7711100001"
080370234,Non contaminato,BOLOGNA,CRESPELLANO,ARPAE/SAC Bologna,,"670484,22736799996","4932454,7840900002"
080400078,Non contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,761912,4894886
080380048,Potenzialmente contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,681543,4956017
080340279,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,604084,4960263
080380084,Attivata la bonifica,FERRARA,FERRARA,ARPAE/SAC Ferrara,,706972,4967313
0803800415,Non contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,"678955,05428299995","4954181,1794999996"
080380054,Non contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,752905,4967966
0803800816,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,704861,4968664
080380261,Non contaminato,FERRARA,MIGLIARO,ARPAE/SAC Ferrara,,733642,4963415
080380052,Certificato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,750474,4974419
0803800825,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
0803800827,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
0803800826,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
080340371,Non contaminato,PARMA,SORBOLO,ARPAE/SAC Parma,,614595,4966618
080380032,Contaminato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,688612,4979266
080390144,Da monitorare,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,756892,4924492
080389991,Potenzialmente contaminato,FERRARA,FISCAGLIA (FUSIONE DI COMUNI),ARPAE/SAC Ferrara,,739809,4964756
080990143,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"785883,72355600004","4884249,31379"
0803800844,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,709067,4967837
080390146,Da monitorare,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,759654,4932611
080340064,Contaminato,PARMA,BORGO VAL DI TARO,ARPAE/SAC Parma,,"561719,46211299999","4926553,2814699998"
080340063,Certificato,PARMA,BORGO VAL DI TARO,ARPAE/SAC Parma,,561719,4926552
080330187,Certificato,PIACENZA,CORTEMAGGIORE,ARPAE/SAC Piacenza,,575566,4983373
0803700634,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,688730,4928357
080400123,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,744577,4900109
0803800818,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,709173,4967770
0803800819,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,707168,4968161
0803800865,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,703165,4969340
080380171,Non contaminato,FERRARA,OSTELLATO,ARPAE/SAC Ferrara,,741952,4960112
08039014116,Bonificato,RAVENNA,RAVENNA,Comune di Ravenna,,757463,4924968
0804000712,Non contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,762173,4896593
080380021,Attivata la bonifica,FERRARA,BERRA,ARPAE/SAC Ferrara,,734433,4984130
080370192,Certificato,BOLOGNA,CASTEL MAGGIORE,ARPAE/SAC Bologna,,688922,4937020
080390184,Attivata la bonifica,RAVENNA,SOLAROLO,ARPAE/SAC Ravenna,,726771,4915682
080370327,Certificato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,714898,4908123
080360407,Attivata la bonifica,MODENA,SASSUOLO,ARPAE/SAC Modena,,"641604,18525099999","4934614,3412100002"
080360212,Certificato,MODENA,MEDOLLA,ARPAE/SAC Modena,,664215,4968032
0809901411,Certificato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"786639,44053000002","4883567,53149"
0804001233,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,744386,4900937
0803800836,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"705019,73693100002","4965350,9944700003"
0803402741,Potenzialmente contaminato,PARMA,PARMA,ARPAE/SAC Parma,,605609,4962457
0803901024,Contaminato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,729005,4908092
0803501214,Monitoraggio bonifica,REGGIO NELL'EMILIA,CASALGRANDE,Comune di Casalgrande,,"637544,44360500004","4938501,9295399999"
080350125,Certificato,REGGIO NELL'EMILIA,CASALGRANDE,Comune di Casalgrande,,638949,4936683
08039014104,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757026,4924653
080380151,Non contaminato,FERRARA,MIGLIARINO,ARPAE/SAC Ferrara,,732464,4962066
0809901416,Non contaminato,RIMINI,RIMINI,ARPAE/SAC Rimini,,"784736,80901700002","4884325,7149099996"
080330218,Non contaminato,PIACENZA,FIORENZUOLA D'ARDA,ARPAE/SAC Piacenza,,"572436,20228900004","4974970,6578500001"
0803800845,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"702333,67240000004","4965471,7861000001"
080380039,Non contaminato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,"689431,28637800005","4975221,7565700002"
0804001245,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,"755766,16318300006","4904015,4923599996"
0804001243,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,"743021,38481199997","4902104,4636300001"
080370195,Attivata la bonifica,BOLOGNA,CASTEL MAGGIORE,ARPAE/SAC Bologna,,"687154,08412899997","4936749,1013399996"
0803800856,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"702005,45997500001","4972671,6099100001"
080380073,Non contaminato,FERRARA,COPPARO,ARPAE/SAC Ferrara,,"723374,19479099999","4968951,64549"
08037006113,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"688052,68330000003","4931902,0403000005"
0803402766,Da monitorare,PARMA,PARMA,ARPAE/SAC Parma,,"604237,18626400002","4962023,7646300001"
0803800821,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,706921,4966977
080380241,Bonificato,FERRARA,TRESIGALLO,ARPAE/SAC Ferrara,,727313,4965616
080380087,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,707910,4966558
080340141,Certificato,PARMA,FIDENZA,ARPAE/SAC Parma,,585988,4971211
080390143,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757744,4928043
080340091,Potenzialmente contaminato,PARMA,COLLECCHIO,ARPAE/SAC Parma,,589903,4951268
0803901411,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,752569,4928505
0803901415,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,751592,4929068
080370041,Da monitorare,BOLOGNA,BAZZANO,ARPAE/SAC Bologna,,665948,4929940
080370325,Da monitorare,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,712424,4911040
080390076,Non contaminato,RAVENNA,CERVIA,Provincia di Ravenna - Settore ambiente e suolo,,768984,4902467
0803901610,Non contaminato,RAVENNA,RUSSI,Provincia di Ravenna - Settore ambiente e suolo,,741895,4918469
0803901019,Certificato,RAVENNA,FAENZA,Provincia di Ravenna - Settore ambiente e suolo,,733578,4915528
0803901492,Non contaminato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,760044,4927265
0803901484,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,745707,4928214
0803700631,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,688527,4924974
080370222,Bonificato,BOLOGNA,CASTIGLIONE DEI PEPOLI,ARPAE/SAC Bologna,,678175,4886561
080370251,Attivata la bonifica,BOLOGNA,DOZZA,ARPAE/SAC Bologna,,710529,4917826
0803703212,Potenzialmente contaminato,BOLOGNA,IMOLA,ARPAE/SAC Bologna,,717192,4916060
080370481,Contaminato,BOLOGNA,PIEVE DI CENTO,ARPAE/SAC Bologna,,682199,4953658
080350392,Potenzialmente contaminato,REGGIO NELL'EMILIA,SANT'ILARIO D'ENZA,ARPAE/SAC Reggio -Emilia,,617558,4956568
0803503322,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,629431,4949817
0803503323,Contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,630626,4950115
0803800849,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,709926,4975497
080350402,Potenzialmente contaminato,REGGIO NELL'EMILIA,SCANDIANO,ARPAE/SAC Reggio -Emilia,,638895,4940789
080350364,Certificato,REGGIO NELL'EMILIA,RUBIERA,ARPAE/SAC Reggio -Emilia,,639869,4945994
08039014117,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,756066,4923660
080350146,Certificato,REGGIO NELL'EMILIA,CASTELLARANO,Comune di Castellarano,,"634316,19192600006","4927296,6908299997"
080370013,Potenzialmente contaminato,BOLOGNA,ANZOLA DELL'EMILIA,ARPAE/SAC Bologna,,"675573,76947099995","4934586,1210399996"
080370477,Da monitorare,BOLOGNA,PIANORO,ARPAE/SAC Bologna,,"686159,71961599996","4918044,8212599996"
0803800866,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"706059,13731200004","4970732,1851399997"
0803800869,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"707141,30140400003","4968718,1725199996"
0803800871,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"706249,87552100001","4967895,8425899995"
0803303218,Non contaminato,PIACENZA,PIACENZA,ARPAE/SAC Piacenza,,557601,4986129
0804000710,Non contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,759635,4895135
080400091,Certificato,FORLI' - CESENA,CIVITELLA DI ROMAGNA,ARPAE/SAC Forlì-Cesena,,736929,4877499
080380051,Certificato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,745342,4969644
080380031,Attivata la bonifica,FERRARA,BONDENO,ARPAE/SAC Ferrara,,688037,4967971
080380034,Contaminato,FERRARA,BONDENO,ARPAE/SAC Ferrara,,690834,4973373
080380242,Non contaminato,FERRARA,TRESIGALLO,ARPAE/SAC Ferrara,,729059,4965136
0803800820,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705823,4970014
0803800828,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,705089,4970510
0803800838,Monitoraggio bonifica,FERRARA,FERRARA,Comune di Ferrara,,706170,4972514
0803800842,Da monitorare,FERRARA,FERRARA,Comune di Ferrara,,705460,4971806
080340372,Certificato,PARMA,SORBOLO,ARPAE/SAC Parma,,614336,4966484
080330351,Certificato,PIACENZA,PODENZANO,ARPAE/SAC Piacenza,,552976,4982888
080360031,Da monitorare,MODENA,CAMPOGALLIANO,ARPAE/SAC Modena,,645597,4950659
080390121,Contaminato,RAVENNA,LUGO,ARPAE/SAC Ravenna,,733630,4921172
080390145,Da monitorare,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,760591,4927853
0803901457,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,756428,4924494
080390169,Certificato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,742024,4917463
0803901490,Non contaminato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,755809,4924417
080390168,Non contaminato,RAVENNA,RUSSI,ARPAE/SAC Ravenna,,741967,4917465
0803901449,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757491,4927541
0803901494,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757027,4928263
080360441,Certificato,MODENA,SOLIERA,ARPAE/SAC Modena,,652242,4958748
0803700632,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687207,4933618
080370451,Contaminato,BOLOGNA,MORDANO,ARPAE/SAC Bologna,,720164,4921664
08039014121,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"757989,22959600005","4939493,1073099999"
0803901025,Non contaminato,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,"728326,42228499998","4908629,4819400003"
080380036,Attivata la bonifica,FERRARA,BONDENO,ARPAE/SAC Ferrara,,691138,4973139
080380045,Contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,681208,4959128
080360234,Attivata la bonifica,MODENA,MODENA,ARPAE/SAC Modena,,653557,4944137
080360302,Certificato,MODENA,PAVULLO NEL FRIGNANO,ARPAE/SAC Modena,,"645157,97536200006","4915121,2335999999"
0803800410,Non contaminato,FERRARA,CENTO,ARPAE/SAC Ferrara,,681084,4955581
0803402754,Da monitorare,PARMA,PARMA,COMUNE DI PARMA,,"606481,78092399996","4957185,23477"
0803901442,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757604,4925845
0803901469,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,746083,4923297
0803901012,Certificato,RAVENNA,FAENZA,Provincia di Ravenna - Settore ambiente e suolo,,723636,4911022
080390182,Certificato,RAVENNA,SOLAROLO,ARPAE/SAC Ravenna,,726934,4913822
080390023,Non contaminato,RAVENNA,BAGNACAVALLO,ARPAE/SAC Ravenna,,734723,4922712
0803700662,Contaminato,BOLOGNA,BOLOGNA,Comune di Bologna,,"683528,12569999998","4931792,9918"
080380173,Non contaminato,FERRARA,OSTELLATO,ARPAE/SAC Ferrara,,"736504,47790000006","4959656,7192000002"
0804001244,Certificato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,"739166,90708699997","4903508,4066899996"
0804001246,Non contaminato,FORLI' - CESENA,FORLI',COMUNE DI FORLI',,"744299,99629699998","4898925,6063200003"
080370119,Contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,"680747,99813299999","4925079,6028199997"
08039014125,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"752713,66001800005","4923813,1834699996"
080400128,Non contaminato,FORLI' - CESENA,FORLI',ARPAE/SAC Forlì-Cesena,,746713,4902287
0804000714,Potenzialmente contaminato,FORLI' - CESENA,CESENA,ARPAE/SAC Forlì-Cesena,,760564,4893245
080389993,Attivata la bonifica,FERRARA,FISCAGLIA (FUSIONE DI COMUNI),ARPAE/SAC Ferrara,,"732021,59270000004","4961654,0384999998"
0803503342,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,"627482,30148599995","4954218,7419299996"
080370024,Non contaminato,BOLOGNA,ARGELATO,ARPAE/SAC Bologna,,"686111,03764","4945845,5011600005"
08037006114,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"681682,95244899997","4931560,4271"
080400501,Contaminato,FORLI' - CESENA,VERGHERETO,ARPAE/SAC Forlì-Cesena,,"744432,04850000003","4850232,4930499997"
080380182,Non contaminato,FERRARA,POGGIO RENATICO,ARPAE/SAC Ferrara,,"698094,32229200006","4959842,5329499999"
0803700618,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687285,4933354
0803901467,Non contaminato,RAVENNA,RAVENNA,Comune di Ravenna,,751933,4923810
0803700688,Certificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"690633,405455","4930545,8412499996"
0803701110,Non contaminato,BOLOGNA,CASALECCHIO DI RENO,ARPAE/SAC Bologna,,"681174,16095299996","4927761,2415800001"
08037006107,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"684139,98340000003","4934985,1579"
0803800834,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,704386,4968101
0803800846,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"706725,23930000002","4973347,5944999997"
080370303,Non contaminato,BOLOGNA,GRANAROLO DELL'EMILIA,ARPAE/SAC Bologna,,"693154,95869999996","4932821,6246999996"
0803700692,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687300,017169","4931821,5745299999"
08037006116,Monitoraggio bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"688712,20618199999","4926996,0303999996"
0803700689,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"687018,57517700002","4930553,2667500004"
080350211,Potenzialmente contaminato,REGGIO NELL'EMILIA,FABBRICO,ARPA / Sezione di Reggio Emilia,,"644569,68905000004","4969106,57412"
0803800814,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,705263,4966831
0803901491,Non contaminato,RAVENNA,RAVENNA,Provincia di Ravenna - Settore ambiente e suolo,,757209,4927614
0803800867,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"707797,28441900003","4967505,8362800004"
0803800868,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"707963,80764599994","4967327,3639000002"
0803800870,Non contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"708195,37531499995","4966931,3906699996"
08037006109,Bonificato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"680811,65472200001","4933956,5421099998"
0803901483,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,754592,4921671
080380013,Non contaminato,FERRARA,ARGENTA,ARPAE/SAC Ferrara,,742800,4937744
0803402768,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,"604165,147337","4960789,0247400003"
080390167,Non contaminato,RAVENNA,RUSSI,Provincia di Ravenna - Settore ambiente e suolo,,741530,4918820
0803901497,Certificato,RAVENNA,RAVENNA,Comune di Ravenna,,757459,4927412
080350147,Bonificato,REGGIO NELL'EMILIA,CASTELLARANO,ARPAE/SAC Reggio -Emilia,,"637890,69649700006","4930615,14977"
0803800872,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"706239,98964699998","4967931,5656399997"
080360227,Non contaminato,MODENA,MIRANDOLA,ARPAE/SAC Modena,,663526,4972485
0803700691,Attivata la bonifica,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"688052,06758499995","4931902,6115800003"
0803901418,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,757206,4927592
080380057,Non contaminato,FERRARA,CODIGORO,ARPAE/SAC Ferrara,,"745202,80697599996","4968967,4249600004"
08039014128,Attivata la bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"756189,729605","4923980,1478800001"
0803402719,Non contaminato,PARMA,PARMA,ARPAE/SAC Parma,,603874,4963240
0803600510,Non contaminato,MODENA,CARPI,ARPAE/SAC Modena,,"650535,45490000001","4959141,8145000003"
0803503343,Potenzialmente contaminato,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,"628005,51260000002","4953709,4255999997"
08037006108,Contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"677816,693722","4933307,0409500003"
0803503341,Attivata la bonifica,REGGIO NELL'EMILIA,REGGIO NELL'EMILIA,ARPAE/SAC Reggio -Emilia,,"635057,687851","4952298,7962100003"
080340093,Da monitorare,PARMA,COLLECCHIO,ARPAE/SAC Parma,,"594781,79731699999","4956225,1931400001"
080330402,Contaminato,PIACENZA,SAN GIORGIO PIACENTINO,ARPAE/SAC Piacenza,,"556662,87503800006","4973099,1167599997"
0803800881,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"705302,61497","4972118,8631899999"
0803800882,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"704112,97021399997","4972111,0491800001"
0803800883,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"700972,81604399998","4972793,7939299997"
08037006112,Non contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,"682214,91280000005","4931806,0290999999"
0803602323,Non contaminato,MODENA,MODENA,ARPAE/SAC Modena,,"648792,64170000004","4941720,3995000003"
080340361,Da monitorare,PARMA,SORAGNA,ARPAE/SAC Parma,,"585706,44799999997","4975984,7920000004"
080340481,Potenzialmente contaminato,PARMA,ZIBELLO,ARPAE/SAC Parma,,588660,4985571
080380074,Certificato,FERRARA,COPPARO,ARPAE/SAC Ferrara,,"723196,463583","4975005,4743299996"
08039014127,Monitoraggio bonifica,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"754244,86419300002","4922799,6403999999"
080340411,Da monitorare,PARMA,TORRILE,ARPAE/SAC Parma,,"607929,63420800003","4973374,8678099997"
0809901420,Attivata la bonifica,RIMINI,RIMINI,ARPAE/SAC Rimini,,"790538,15800000005","4881409,3754000003"
08039014126,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,"759182,93520199996","4927214,9338600002"
0803901433,Non contaminato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,751643,4922760
0803901436,Bonificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,752764,4917654
080380066,Non contaminato,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,755006,4952212
0803800892,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"708310,84253499995","4968658,6058099996"
0803800893,Non contaminato,FERRARA,FERRARA,Comune di Ferrara,,"704264,55581199995","4970723,2157300003"
0803800858,Potenzialmente contaminato,FERRARA,FERRARA,ARPAE/SAC Ferrara,,"705432,97033699998","4970613,0988100003"
0803901028,Attivata la bonifica,RAVENNA,FAENZA,ARPAE/SAC Ravenna,,"730375,49627400003","4908000,3510199999"
0803800889,Certificato,FERRARA,FERRARA,Comune di Ferrara,,"702945,63210000005","4972679,8908000002"
080340162,Non contaminato,PARMA,FONTEVIVO,ARPAE/SAC Parma,,596572,4965344
080370211,Contaminato,BOLOGNA,CASTENASO,ARPAE/SAC Bologna,,692788,4930049
0803700619,Potenzialmente contaminato,BOLOGNA,BOLOGNA,ARPAE/SAC Bologna,,687287,4931095
080370572,Contaminato,BOLOGNA,SASSO MARCONI,ARPAE/SAC Bologna,,680841,4922886
0803901493,Certificato,RAVENNA,RAVENNA,ARPAE/SAC Ravenna,,754719,4924253
080350141,Contaminato,REGGIO NELL'EMILIA,CASTELLARANO,ARPAE/SAC Reggio -Emilia,,634889,4927533
080380065,Non contaminato,FERRARA,COMACCHIO,ARPAE/SAC Ferrara,,753420,4953619
080350261,Attivata la bonifica,REGGIO NELL'EMILIA,LUZZARA,ARPAE/SAC Reggio -Emilia,,633773,4980076
